filename,elapsed time,result
knapPI_15_20_1000_4_-1002.opb.bz2,0.030938386917114258,OPTIMUM FOUND
knapPI_15_20_1000_2_-948.opb.bz2,0.02810811996459961,OPTIMUM FOUND
knapPI_15_50_1000_1_-1005.opb.bz2,0.027959108352661133,OPTIMUM FOUND
knapPI_15_200_1000_5_-5067.opb.bz2,0.040940284729003906,OPTIMUM FOUND
knapPI_15_100_1000_2_-1008.opb.bz2,0.03836250305175781,OPTIMUM FOUND
knapPI_15_50_1000_4_-1011.opb.bz2,0.05146193504333496,OPTIMUM FOUND
knapPI_15_20_1000_5_-969.opb.bz2,0.04316353797912598,OPTIMUM FOUND
knapPI_15_20_1000_3_-1002.opb.bz2,0.0237276554107666,OPTIMUM FOUND
knapPI_15_200_1000_1_-1020.opb.bz2,0.05984950065612793,OPTIMUM FOUND
knapPI_15_500_1000_2_-5043.opb.bz2,0.06692290306091309,OPTIMUM FOUND
knapPI_15_50_1000_5_-1047.opb.bz2,0.0724644660949707,OPTIMUM FOUND
knapPI_15_50_1000_3_-1008.opb.bz2,0.03345966339111328,OPTIMUM FOUND
knapPI_15_200_1000_4_-4266.opb.bz2,0.05251574516296387,OPTIMUM FOUND
knapPI_15_100_1000_3_-1482.opb.bz2,0.06582093238830566,OPTIMUM FOUND
knapPI_15_100_1000_1_-1011.opb.bz2,0.02890753746032715,OPTIMUM FOUND
knapPI_15_100_1000_4_-2061.opb.bz2,0.03569746017456055,OPTIMUM FOUND
knapPI_15_200_1000_2_-2031.opb.bz2,0.08833956718444824,OPTIMUM FOUND
knapPI_15_50_1000_2_-993.opb.bz2,0.016054391860961914,OPTIMUM FOUND
knapPI_15_1000_1000_3_-15009.opb.bz2,0.1492161750793457,OPTIMUM FOUND
knapPI_15_1000_1000_1_-4950.opb.bz2,0.08623313903808594,OPTIMUM FOUND
knapPI_15_20_1000_1_-999.opb.bz2,0.01861739158630371,OPTIMUM FOUND
knapPI_15_200_1000_3_-2916.opb.bz2,0.1776890754699707,OPTIMUM FOUND
knapPI_15_500_1000_3_-7491.opb.bz2,0.09718823432922363,OPTIMUM FOUND
knapPI_15_1000_1000_2_-10122.opb.bz2,0.11590433120727539,OPTIMUM FOUND
knapPI_15_2000_1000_1_-9963.opb.bz2,0.12362408638000488,OPTIMUM FOUND
knapPI_15_500_1000_5_-12915.opb.bz2,0.20417213439941406,OPTIMUM FOUND
knapPI_15_500_1000_4_-10119.opb.bz2,0.11465620994567871,OPTIMUM FOUND
knapPI_15_100_1000_5_-2235.opb.bz2,0.1619250774383545,OPTIMUM FOUND
knapPI_11_100_1000_2_-3990.opb.bz2,0.026779890060424805,OPTIMUM FOUND
knapPI_15_1000_1000_4_-20175.opb.bz2,0.3015148639678955,OPTIMUM FOUND
knapPI_11_100_1000_5_-2392.opb.bz2,0.020142793655395508,OPTIMUM FOUND
knapPI_11_2000_1000_3_-45360.opb.bz2,0.10334038734436035,OPTIMUM FOUND
knapPI_15_500_1000_1_-2508.opb.bz2,0.14485931396484375,OPTIMUM FOUND
knapPI_11_50_1000_4_-1600.opb.bz2,0.020853757858276367,OPTIMUM FOUND
knapPI_11_1000_1000_4_-26780.opb.bz2,0.07311320304870605,OPTIMUM FOUND
knapPI_15_5000_1000_1_-25182.opb.bz2,0.30980443954467773,OPTIMUM FOUND
knapPI_11_100_1000_4_-2580.opb.bz2,0.025693893432617188,OPTIMUM FOUND
knapPI_11_2000_1000_1_-14076.opb.bz2,0.05518460273742676,OPTIMUM FOUND
knapPI_11_50_1000_1_-1428.opb.bz2,0.019669294357299805,OPTIMUM FOUND
knapPI_11_200_1000_2_-6460.opb.bz2,0.02139735221862793,OPTIMUM FOUND
knapPI_15_2000_1000_5_-50838.opb.bz2,0.3959074020385742,OPTIMUM FOUND
knapPI_11_500_1000_1_-3468.opb.bz2,0.036394357681274414,OPTIMUM FOUND
knapPI_11_1000_1000_2_-33250.opb.bz2,0.08143091201782227,OPTIMUM FOUND
knapPI_11_200_1000_4_-5180.opb.bz2,0.03531908988952637,OPTIMUM FOUND
knapPI_11_1000_1000_3_-22680.opb.bz2,0.06920933723449707,OPTIMUM FOUND
knapPI_15_1000_1000_5_-25968.opb.bz2,0.45670342445373535,OPTIMUM FOUND
knapPI_11_500_1000_2_-16910.opb.bz2,0.03338932991027832,OPTIMUM FOUND
knapPI_11_500_1000_3_-11250.opb.bz2,0.04860877990722656,OPTIMUM FOUND
knapPI_11_20_1000_3_-1800.opb.bz2,0.026947498321533203,OPTIMUM FOUND
knapPI_11_100_1000_1_-1428.opb.bz2,0.017365217208862305,OPTIMUM FOUND
knapPI_11_500_1000_4_-13180.opb.bz2,0.09662175178527832,OPTIMUM FOUND
knapPI_11_50_1000_2_-3990.opb.bz2,0.03611016273498535,OPTIMUM FOUND
knapPI_11_2000_1000_4_-53660.opb.bz2,0.23769283294677734,OPTIMUM FOUND
knapPI_11_50_1000_5_-1288.opb.bz2,0.02114415168762207,OPTIMUM FOUND
knapPI_11_20_1000_5_-736.opb.bz2,0.016942262649536133,OPTIMUM FOUND
knapPI_11_20_1000_1_-1428.opb.bz2,0.026221275329589844,OPTIMUM FOUND
knapPI_11_200_1000_3_-4500.opb.bz2,0.035996437072753906,OPTIMUM FOUND
knapPI_11_20_1000_2_-3990.opb.bz2,0.026412487030029297,OPTIMUM FOUND
knapPI_11_5000_1000_3_-114030.opb.bz2,0.36270952224731445,OPTIMUM FOUND
knapPI_11_100_1000_3_-2250.opb.bz2,0.03021240234375,OPTIMUM FOUND
knapPI_15_2000_1000_2_-20568.opb.bz2,0.4309709072113037,OPTIMUM FOUND
knapPI_11_1000_1000_1_-7038.opb.bz2,0.03834199905395508,OPTIMUM FOUND
knapPI_15_10000_1000_1_-50622.opb.bz2,0.6438701152801514,OPTIMUM FOUND
knapPI_11_20_1000_4_-1440.opb.bz2,0.018759489059448242,OPTIMUM FOUND
knapPI_11_500_1000_5_-11684.opb.bz2,0.0749046802520752,OPTIMUM FOUND
knapPI_11_200_1000_5_-4723.opb.bz2,0.030549287796020508,OPTIMUM FOUND
knapPI_11_1000_1000_5_-23276.opb.bz2,0.1075279712677002,OPTIMUM FOUND
knapPI_11_5000_1000_4_-130080.opb.bz2,0.2610127925872803,OPTIMUM FOUND
